,index,year,val,Received Array,Z Array,SH Array,SL Array
0,770,1990,11154.2216406324,0.9131240443306653,0.00409797434644293,0.0,0.0
1,773,1991,11150.15921359196,0.9127914796812905,-0.028335696455889767,0.0,0.0
2,776,1992,11141.375740335729,0.9120724334868179,-0.0984613324999983,0.0,0.0
3,779,1993,11128.24576880263,0.9109975675665841,-0.20328861188475839,0.0,0.0
4,782,1994,11113.07279631041,0.9097554543602135,-0.32442683541629563,0.0,0.0
5,785,1995,11098.689151514229,0.9085779583114835,-0.4392632117038932,0.0,0.0
6,788,1996,11073.48174158775,0.9065143905574307,-0.6405145393452342,0.0,0.0
7,791,1997,11032.3989049272,0.903151204207663,-0.9685123560714632,0.0,0.0
8,794,1998,10988.32328068009,0.8995430176783304,-1.320404038803778,0.0,0.3204040388037781
9,797,1999,10954.86861306678,0.8968043002333118,-1.5874999559414698,0.0,0.9079039947452479
10,800,2000,10945.94716770171,0.8960739591538992,-1.6587271359427698,0.0,1.5666311306880178
11,803,2001,10963.72398245356,0.8975292320993816,-1.5168003144058175,0.0,2.0834314450938356
12,806,2002,10996.66153878764,0.9002256169856729,-1.2538329186746056,0.0,2.3372643637684414
13,809,2003,11037.721116505229,0.9035868992760854,-0.9260207970739115,0.0,2.263285160842353
14,812,2004,11078.91044075405,0.9069588030765552,-0.5971728030157204,0.0,1.8604579638580736
15,815,2005,11111.60269090241,0.9096351063306518,-0.3361638867831579,0.0,1.1966218506412316
16,818,2006,11133.11041332689,0.9113958045772279,-0.1644501841420413,0.0,0.361072034783273
17,821,2007,11148.46419290022,0.9126527192909081,-0.04186843010790818,0.0,0.0
18,824,2008,11160.89731819811,0.913670538913061,0.05739535701776111,0.0,0.0
19,827,2009,11174.76825035731,0.9148060624914798,0.16813832985012656,0.0,0.0
20,830,2010,11193.89586822146,0.9163719169585363,0.3208497151532413,0.0,0.0
21,833,2011,11223.14412130592,0.9187662824289875,0.5543623918465626,0.0,0.0
22,836,2012,11259.053243720871,0.9217059302273116,0.8410542249830161,0.0,0.0
23,839,2013,11294.48172178454,0.9246062307786411,1.1239086819629824,0.12390868196298244,0.0
24,842,2014,11322.82259306578,0.9269263147645923,1.350176989119395,0.47408567108237754,0.0
25,845,2015,11337.96613063087,0.9281660183236946,1.471080209602966,0.9451658806853436,0.0
26,848,2016,11343.55416998568,0.928623474994356,1.5156940887102501,1.4608599693955937,0.0
27,851,2017,11347.088247879,0.9289127871133813,1.5439095170344304,2.004769486430024,0.0
28,854,2018,11349.74878558617,0.9291305881424028,1.5651507610721578,2.5699202475021816,0.0
29,857,2019,11352.85181875823,0.929384613415618,1.5899248075693477,3.1598450550715294,0.0
30,860,2020,11625.8249626956,0.9517311606886033,3.7692922153298785,5.929137270401408,0.0
31,863,2021,12215.45058405359,1.0,8.476754800964244,13.405892071365653,0.0
