,index,year,val,Received Array,Z Array,SH Array,SL Array
0,14306,1990,14778.60479611255,0.8891555593910184,-1.6151418746263,0.0,0.0
1,14309,1991,14808.33649264369,0.8909443685259473,-1.221279646358808,0.0,0.22127964635880804
2,14312,1992,14808.821777655508,0.8909735657250131,-1.2148509706221522,0.0,0.43613061698096023
3,14315,1993,14791.930941938868,0.8899573276776866,-1.4386075324344947,0.0,0.8747381494154549
4,14318,1994,14778.69214716604,0.889160814871891,-1.6139847162874468,0.0,1.4887228657029015
5,14321,1995,14768.34378755174,0.8885382052542325,-1.7510716790960823,0.0,2.2397945447989835
6,14324,1996,14767.72695498828,0.888501093489585,-1.7592429937621517,0.0,2.999037538561135
7,14327,1997,14793.39301354631,0.890045293295275,-1.4192391529479553,0.0,3.4182766915090905
8,14330,1998,14838.166488185008,0.8927390918261568,-0.8261152297972572,0.0,3.244391921306348
9,14333,1999,14879.86753195677,0.8952480373872307,-0.27369246428757593,0.0,2.518084385593924
10,14336,2000,14896.8884464752,0.8962721016327244,-0.048212720393451224,0.0,1.566297105987375
11,14339,2001,14898.124370541049,0.8963464610712029,-0.03184016640769332,0.0,0.5981372723950682
12,14342,2002,14913.38864321875,0.8972648368650402,0.1703689622717034,0.0,0.0
13,14345,2003,14934.05140194837,0.8985080128650934,0.4440930057980654,0.0,0.0
14,14348,2004,14956.46379646979,0.899856455797489,0.7409948538904216,0.0,0.0
15,14351,2005,14981.22628575506,0.9013462923088591,1.0690289167005091,0.06902891670050915,0.0
16,14354,2006,14986.85147527497,0.9016847321415267,1.143547021525722,0.2125759382262311,0.0
17,14357,2007,14974.83960975438,0.9009620376007605,0.9844232354130025,0.19699917363923358,0.0
18,14360,2008,14961.19062615484,0.9001408457619504,0.8036121912645151,0.0006113649037486901,0.0
19,14363,2009,14946.68827172449,0.8992683108208038,0.6114963587528993,0.0,0.0
20,14366,2010,14940.82270086894,0.8989154084320352,0.5337938702720045,0.0,0.0
21,14369,2011,14941.31067670823,0.898944767524882,0.5402581919834363,0.0,0.0
22,14372,2012,14941.91808742836,0.8989813124238144,0.5483046934487364,0.0,0.0
23,14375,2013,14945.02245158497,0.8991680866617283,0.5894288782996048,0.0,0.0
24,14378,2014,14948.48084487526,0.8993761610816783,0.6352429638198128,0.0,0.0
25,14381,2015,14953.600027731209,0.8996841569959546,0.7030578886910359,0.0,0.0
26,14384,2016,14959.35896762334,0.9000306439270237,0.7793478136873463,0.0,0.0
27,14387,2017,14965.060161501153,0.9003736565660081,0.8548727647155514,0.0,0.0
28,14390,2018,14972.245388682632,0.9008059561492259,0.9500570265803782,0.0,0.0
29,14393,2019,14984.42103934041,0.9015385048316573,1.1113505099057193,0.11135050990571926,0.0
30,14396,2020,16282.46632332004,0.9796354697694692,18.306837736975524,17.418188246881243,0.0
31,14399,2021,16620.94404069677,1.0,22.790725423817292,39.208913670698536,0.0
