,index,year,val,Received Array,Z Array,SH Array,SL Array
0,17186,1990,18244.96091059285,0.9333981632124853,2.206600391270297,0.0,0.0
1,17189,1991,18189.01204565409,0.9305358623271299,1.9452421901934858,1.4452421901934858,0.0
2,17192,1992,18112.52511524508,0.9266228498135168,1.5879429570550347,2.5331851472485205,0.0
3,17195,1993,18046.42098145852,0.9232410131869826,1.2791456738732088,3.312330821121729,0.0
4,17198,1994,17979.621768393168,0.9198236168393129,0.9671014138294096,3.7794322349511384,0.0
5,17201,1995,17926.75659890653,0.9171190754408111,0.7201483145704348,3.999580549521573,0.0
6,17204,1996,17878.96063033707,0.9146738704611834,0.49687536028065404,3.9964559098022274,0.0
7,17207,1997,17833.743644225488,0.9123606042399304,0.2856498034945806,3.782105713296808,0.0
8,17210,1998,17796.1455401018,0.9104371141595023,0.11001491137618911,3.392120624672997,0.0
9,17213,1999,17768.12987715368,0.9090038543972535,-0.020856792242989385,2.871263832430008,0.0
10,17216,2000,17761.58730781077,0.9086691415832723,-0.05141959554122891,2.319844236888779,0.0
11,17219,2001,17775.9005618642,0.9094013966485769,0.015443000063788197,1.8352872369525675,0.0
12,17222,2002,17787.73866143407,0.9100070247147913,0.07074321770243318,1.4060304546550006,0.0
13,17225,2003,17797.45078804445,0.9105038896400406,0.11611221566687598,1.0221426703218766,0.0
14,17228,2004,17813.051919883168,0.9113020315419967,0.18899097302134196,0.7111336433432185,0.0
15,17231,2005,17814.82442402318,0.9113927114901029,0.19727100683331122,0.4084046501765297,0.0
16,17234,2006,17794.16160747645,0.9103356176927512,0.10074721555096647,0.009151865727496156,0.0
17,17237,2007,17757.29308295331,0.9084494523433766,-0.07147953572041783,0.0,0.0
18,17240,2008,17745.32037418781,0.9078369377742768,-0.127408563563833,0.0,0.0
19,17243,2009,17728.9989111115,0.9070019442804006,-0.20365225918188648,0.0,0.0
20,17246,2010,17716.8573122578,0.906380789424326,-0.2603702361787852,0.0,0.0
21,17249,2011,17701.71824938276,0.9056062866150536,-0.3310904955323847,0.0,0.0
22,17252,2012,17689.80509738923,0.904996818924587,-0.3867413112833644,0.0,0.0
23,17255,2013,17687.15613825722,0.904861300213401,-0.3991155961634196,0.0,0.0
24,17258,2014,17655.15697587338,0.9032242476847724,-0.5485957245942639,0.0,0.04859572459426387
25,17261,2015,17621.75492304099,0.9015154243601262,-0.7046292822026475,0.0,0.2532250067969114
26,17264,2016,17541.08056123111,0.8973881860776938,-1.0814895830993445,0.0,0.8347145898962558
27,17267,2017,17431.509935599577,0.8917826371698232,-1.5933352056559902,0.0,1.928049795552246
28,17270,2018,17330.96289278101,0.8866387278162654,-2.0630282774174353,0.0,3.4910780729696813
29,17273,2019,17249.23367951299,0.8824575241447966,-2.444816186404223,0.0,5.435894259373905
30,17276,2020,19307.12111383221,0.9877374620248719,7.16835037990492,6.66835037990492,0.0
31,17279,2021,19546.81467102849,1.0,8.28804917964089,14.45639955954581,0.0
