,index,year,val,Received Array,Z Array,SH Array,SL Array
0,5666,1990,13719.28622251691,0.8174967728313317,-2.3579101306038837,0.0,0.0
1,5669,1991,13766.48152474061,0.820309018791865,-2.165256202671937,0.0,1.6652562026719369
2,5672,1992,13822.17334857618,0.8236275504938968,-1.937918986676125,0.0,3.103175189348062
3,5675,1993,13886.33535517686,0.8274507984736896,-1.6760059992981333,0.0,4.279181188646195
4,5678,1994,13955.915704820509,0.8315969114976166,-1.391975025151812,0.0,5.171156213798007
5,5681,1995,14026.08732831866,0.8357782570008486,-1.1055304372518737,0.0,5.77668665104988
6,5684,1996,14107.37851252434,0.8406221883592242,-0.7736951654014652,0.0,6.050381816451345
7,5687,1997,14203.7997465869,0.846367680245616,-0.38009816309494976,0.0,5.930479979546295
8,5690,1998,14301.252420657933,0.852174632973674,0.01770923642687164,0.0,5.412770743119423
9,5693,1999,14388.788499781249,0.8573906814640225,0.3750365271587873,0.0,4.5377342159606355
10,5696,2000,14460.206696386167,0.8616463070336773,0.66656969790824,0.16656969790824006,3.3711645180523955
11,5699,2001,14508.61373239053,0.8645307570753236,0.8641699925642738,0.5307396904725139,2.0069945254881216
12,5702,2002,14534.931274364098,0.8660989513154098,0.9715997068754564,1.0023393973479702,0.5353948186126654
13,5705,2003,14544.62520964443,0.8666765878395826,1.0111709061448595,1.5135103034928297,0.0
14,5708,2004,14543.43707725684,0.8666057901044237,1.006320881659644,2.0198311851524737,0.0
15,5711,2005,14542.236909685822,0.8665342752238205,1.0014217288660607,2.5212529140185342,0.0
16,5714,2006,14536.67414150784,0.8662028042595333,0.9787141904211625,2.9999671044396967,0.0
17,5717,2007,14517.5102301433,0.8650608763602798,0.9004860061536165,3.4004531105933133,0.0
18,5720,2008,14491.02810483878,0.8634828750252957,0.7923844532549899,3.692837563848303,0.0
19,5723,2009,14467.46865237273,0.8620790282035086,0.6962134183499239,3.889050982198227,0.0
20,5726,2010,14455.952797745533,0.861392828218944,0.6492050399120258,4.038256022110253,0.0
21,5729,2011,14438.49258655044,0.8603524194051446,0.5779314573568703,4.116187479467123,0.0
22,5732,2012,14403.825814801448,0.8582867161630352,0.4364197086979207,4.052607188165044,0.0
23,5735,2013,14363.24281989434,0.8558684804887958,0.27075759811246314,3.823364786277507,0.0
24,5738,2014,14328.039598791209,0.8537708116175214,0.12705603245177485,3.4504208187292815,0.0
25,5741,2015,14308.60285886086,0.8526126265698661,0.04771414634572138,2.998134965075003,0.0
26,5744,2016,14305.676199738602,0.8524382345243312,0.03576735611332639,2.533902321188329,0.0
27,5747,2017,14312.82075570532,0.8528639601307056,0.06493184294707818,2.098834164135407,0.0
28,5750,2018,14325.70369485858,0.8536316211453936,0.11752073875326535,1.7163549028886727,0.0
29,5753,2019,14340.83545328205,0.8545332834824726,0.17928944367608318,1.3956443465647559,0.0
30,5756,2020,15476.9308257509,0.9222302675352995,4.816895851491909,5.712540198056665,0.0
31,5759,2021,16782.06774444052,1.0,10.144539536932532,15.357079734989197,0.0
