,index,year,val,Received Array,Z Array,SH Array,SL Array
0,17666,1990,9317.657787135053,0.9061494244002085,-1.74350870842679,0.0,0.0
1,17669,1991,9332.086698244011,0.9075526471622803,-1.6328854175603869,0.0,1.1328854175603869
2,17672,1992,9348.6799106635,0.909166349900283,-1.5056689041292568,0.0,2.138554321689644
3,17675,1993,9366.87369432078,0.9109357094287547,-1.3661811627271936,0.0,3.0047354844168375
4,17678,1994,9386.3731585309,0.9128320474005686,-1.2166830554364905,0.0,3.721418539853328
5,17681,1995,9406.08672912546,0.9147492073838208,-1.0655434415439626,0.0,4.28696198139729
6,17684,1996,9427.36947661548,0.9168189710334758,-0.9023732932045603,0.0,4.68933527460185
7,17687,1997,9449.56662327784,0.9189776607096728,-0.7321926473407059,0.0,4.921527921942556
8,17690,1998,9470.28115698766,0.9209921651298488,-0.5733788691949234,0.0,4.994906791137479
9,17693,1999,9488.66727107458,0.922780228941317,-0.43241657265144573,0.0,4.9273233637889255
10,17696,2000,9503.95309385849,0.9242667870263592,-0.31522352827078676,0.0,4.742546892059712
11,17699,2001,9516.91335391712,0.925527182338196,-0.2158600622861679,0.0,4.45840695434588
12,17702,2002,9527.95602064304,0.9266010902157048,-0.131198363011866,0.0,4.089605317357746
13,17705,2003,9536.97196508357,0.9274778977838569,-0.062075098148101034,0.0,3.6516804155058473
14,17708,2004,9544.57009634375,0.9282168219239381,-0.00382189538811143,0.0,3.155502310893959
15,17711,2005,9551.38853259094,0.9288799201211299,0.04845355703729615,0.0,2.6070487538566627
16,17714,2006,9556.94209495808,0.929420008355461,0.09103149936751007,0.0,2.0160172544891526
17,17717,2007,9561.3549211646,0.9298491591161315,0.12486366821937366,0.0,1.391153586269779
18,17720,2008,9567.03960144417,0.9304019986688293,0.16844686277234988,0.0,0.7227067234974291
19,17723,2009,9575.04906085915,0.931180924790012,0.22985362811002666,0.0,0.0
20,17726,2010,9586.54281181687,0.9322987009578508,0.3179736910683815,0.0,0.0
21,17729,2011,9604.5776577997,0.9340526036745885,0.45624289224537673,0.0,0.0
22,17732,2012,9628.31220442369,0.9363608066858027,0.6382104457870853,0.1382104457870853,0.0
23,17735,2013,9655.68219320774,0.9390225592580801,0.8480501355186629,0.48626058130574823,0.0
24,17738,2014,9682.7134156999,0.9416513665465301,1.0552925785307468,1.041553159836495,0.0
25,17741,2015,9706.20552560903,0.9439359923997672,1.2354014230526202,1.7769545828891156,0.0
26,17744,2016,9728.50967762506,0.9461050884293473,1.40640245544972,2.6833570383388357,0.0
27,17747,2017,9751.51134225479,0.9483420180999405,1.5827511637847764,3.766108202123612,0.0
28,17750,2018,9774.80496715606,0.9506073411326906,1.7613382673664506,5.027446469490062,0.0
29,17753,2019,9797.41686912281,0.9528063660829367,1.9346987510108093,6.462145220500871,0.0
30,17756,2020,10144.19811253277,0.9865311101428216,4.593394342595482,10.555539563096353,0.0
31,17759,2021,10282.69459344691,1.0,5.655216428575813,15.710755991672166,0.0
