,index,year,val,Received Array,Z Array,SH Array,SL Array
0,3650,1990,11533.82887115812,0.8546708950226608,-2.316531613231834,0.0,0.0
1,3653,1991,11566.61482704481,0.8571003746494933,-2.1239795354435733,0.0,1.1239795354435733
2,3656,1992,11601.83738135354,0.8597104092141039,-1.9171173033160327,0.0,2.0410968387596062
3,3659,1993,11641.04998252612,0.8626161111552989,-1.686821506623165,0.0,2.727918345382771
4,3662,1994,11685.5018036354,0.8659100457330746,-1.4257557458551935,0.0,3.1536740912379644
5,3665,1995,11734.13184637594,0.8695135916689763,-1.1401512692010811,0.0,3.2938253604390457
6,3668,1996,11785.3247507779,0.8733070488038782,-0.8394950935910025,0.0,3.1333204540300486
7,3671,1997,11837.4678895656,0.8771709194746505,-0.5332581868290637,0.0,2.6665786408591123
8,3674,1998,11888.40038785225,0.8809450801963555,-0.23413137759599872,0.0,1.900710018455111
9,3677,1999,11935.28264997508,0.8844191134403725,0.041208375021354784,0.0,0.8595016434337561
10,3680,2000,11976.77623682197,0.8874938392234828,0.28490041163206004,0.0,0.0
11,3683,2001,12014.91422961862,0.8903199113632724,0.5088850281260349,0.0,0.0
12,3686,2002,12049.77934437001,0.8929034592173725,0.7136480160013288,0.0,0.0
13,3689,2003,12078.1824316755,0.8950081628955666,0.8804594853748161,0.0,0.0
14,3692,2004,12097.33445269124,0.8964273511916535,0.9929393976021905,0.0,0.0
15,3695,2005,12108.42211867077,0.8972489608680493,1.0580573136257172,0.0580573136257172,0.0
16,3698,2006,12111.26133809996,0.8974593505172992,1.0747320630909065,0.13278937671662372,0.0
17,3701,2007,12104.02304469717,0.896922984079917,1.0322215308628664,0.1650109075794901,0.0
18,3704,2008,12088.61773350414,0.8957814315865924,0.9417460635791164,0.1067569711586065,0.0
19,3707,2009,12068.34353490063,0.8942790885520379,0.8226755969412236,0.0,0.0
20,3710,2010,12048.6208590088,0.8928176140282686,0.7068442258614553,0.0,0.0
21,3713,2011,12028.84690961235,0.8913523400747891,0.5907117252405922,0.0,0.0
22,3716,2012,12008.35682974392,0.8898339999731748,0.47037338688776054,0.0,0.0
23,3719,2013,11992.2042081643,0.888637070861721,0.3755089620824447,0.0,0.0
24,3722,2014,11982.52103928035,0.8879195361463068,0.31863966430679946,0.0,0.0
25,3725,2015,11980.93457988221,0.8878019775550644,0.3093223805742749,0.0,0.0
26,3728,2016,11980.27199657464,0.8877528793176244,0.30543102559833446,0.0,0.0
27,3731,2017,11975.13926781883,0.8873725378084308,0.27528648474461276,0.0,0.0
28,3734,2018,11971.208247272409,0.8870812443545143,0.25219958202755766,0.0,0.0
29,3737,2019,11972.78347677094,0.8871979707963936,0.26145091250526903,0.0,0.0
30,3740,2020,12545.37960036988,0.9296280473052082,3.624310720940468,2.624310720940468,0.0
31,3743,2021,13495.05281895941,1.0,9.201746135398315,10.826056856338782,0.0
