,index,year,val,Received Array,Z Array,SH Array,SL Array
0,19106,1990,14108.23091741659,0.8355269092002202,-1.5647524240827184,0.0,0.0
1,19109,1991,14141.20095366368,0.8374794823217547,-1.499297091086952,0.0,0.4992970910869521
2,19112,1992,14182.42559901256,0.839920915320183,-1.41745390266214,0.0,0.9167509937490921
3,19115,1993,14229.872977100718,0.8427308750802485,-1.3232567380226707,0.0,1.2400077317717626
4,19118,1994,14281.78274163304,0.8458051092185244,-1.2202004083986824,0.0,1.4602081401704448
5,19121,1995,14336.70878669868,0.8490579755018253,-1.111155864347584,0.0,1.5713640045180286
6,19124,1996,14390.761973306371,0.8522591487887604,-1.0038442040760243,0.0,1.575208208594053
7,19127,1997,14443.502270100713,0.8553825692536522,-0.8991390207666227,0.0,1.4743472293606756
8,19130,1998,14495.85957040112,0.8584833076488583,-0.7951941994677069,0.0,1.2695414288283824
9,19133,1999,14549.415539175308,0.8616550343749838,-0.688869664555047,0.0,0.9584110933834293
10,19136,2000,14604.97265171514,0.864945274150347,-0.5785722637780338,0.0,0.5369833571614633
11,19139,2001,14661.88530622726,0.8683157927218987,-0.46558370881116695,0.0,0.0025670659726302336
12,19142,2002,14720.058395814109,0.8717609576065424,-0.3500928151475039,0.0,0.0
13,19145,2003,14778.4636147609,0.8752198698084637,-0.23414107562855205,0.0,0.0
14,19148,2004,14838.73231272487,0.8787891421875536,-0.11448977573648354,0.0,0.0
15,19151,2005,14903.98919010787,0.8826538278014363,0.015064544657847968,0.0,0.0
16,19154,2006,14973.47781529322,0.886769128760539,0.15302014370049474,0.0,0.0
17,19157,2007,15045.63322498152,0.8910423637814173,0.2962701035488299,0.0,0.0
18,19160,2008,15116.55601589009,0.8952425998440788,0.4370729483233552,0.0,0.0
19,19163,2009,15185.186702942468,0.8993070914280926,0.5733252848714635,0.0,0.0
20,19166,2010,15251.34761143032,0.9032253161652912,0.7046743760256149,0.0,0.0
21,19169,2011,15317.51679510564,0.9071440309810723,0.8360398958893789,0.0,0.0
22,19172,2012,15387.077962148498,0.9112636280616624,0.9741395121057962,0.0,0.0
23,19175,2013,15455.424346337471,0.9153112824749402,1.1098274228687317,0.1098274228687317,0.0
24,19178,2014,15515.15540790662,0.9188487145986596,1.2284113545301503,0.338238777398882,0.0
25,19181,2015,15558.36417684394,0.9214076526662224,1.3141936187027878,0.6524323961016698,0.0
26,19184,2016,15582.73761667877,0.922851112513951,1.3625821496914983,1.0150145457931679,0.0
27,19187,2017,15598.1774120484,0.9237654982069117,1.3932347379911196,1.4082492837842873,0.0
28,19190,2018,15611.18363172718,0.9245357610833985,1.4190559543740944,1.8273052381583819,0.0
29,19193,2019,15626.33257226765,0.9254329215808079,1.4491311092868224,2.2764363474452045,0.0
30,19196,2020,16570.86219431214,0.9813704746570511,3.324303477068038,4.6007398245132425,0.0
31,19199,2021,16885.42973549615,1.0,3.948813653628015,7.549553478141258,0.0
